,geo,text,user,location,entities,sentiment,country
856,," If you read only one article today, then this is the one...#Coronavirus: Why You Must Act Now by  https:/…",iscel,,"[('only one', 'CARDINAL'), ('today', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
857,," #Coronavirus Israeli research center to announce it developed coronavirus vaccine, sources say - Israel News - …",itsbenjamindoe,"New York, NY","['', ('Coronavirus Israeli', 'NORP')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
858,," Tonight, both Philippine President Duterte &amp; Singapore Prime Minister Lee Hsien Loong addressed their respective constituen…",darvincapulong,somewhere down the road,"[('Tonight', 'TIME'), ('Philippine', 'NORP'), ('Duterte &amp', 'ORG'), ('Singapore', 'GPE'), ('Lee Hsien Loong', 'PERSON')]","{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.4215}",Error
859,," A public health expert answers questions on how #coronavirus might affect our love lives, like:💋 Should singles stop going…",viewingvalentin,,[''],"{'neg': 0.098, 'neu': 0.714, 'pos': 0.188, 'compound': 0.4588}",
860,," BREAKING Italian medical chief, Roberto Stella, 67, dies from #coronavirus due to respiratory failure#COVID19  https:…",bujaj49,United States,"[('Italian', 'NORP'), ('Roberto Stella', 'PERSON'), ('67', 'DATE'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United States
861,, Boy sent home from school after being caught charging kids to use hand sanitiser #coronavirus …,itsnotny,North Jersey,[''],"{'neg': 0.0, 'neu': 0.814, 'pos': 0.186, 'compound': 0.4939}",USA
862,,Y’all do know toilet paper is not a necessity right?! Like we didn’t always have it... there are many many many oth… ,tristen_ann,,[],"{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.3404}",
863,," Jeremy Hunt is on . He looks terrified. He is choosing his words carefully, but says the countries that hav…",NWCURTIS,,"[('Jeremy Hunt', 'PERSON')]","{'neg': 0.12, 'neu': 0.819, 'pos': 0.06, 'compound': -0.3071}",
864,, Thoughts this morning. Please share.#Covid_19 #coronavirus #CoronaOutbreak #livemusic ,mrjeremydylan,"Nashville, TN","[('this morning', 'TIME'), '']","{'neg': 0.0, 'neu': 0.753, 'pos': 0.247, 'compound': 0.3182}",USA
865,," Democratic Representative Katie Porter does the math on #coronavirus testing, which added up to $1,331, and got CDC Director R…",pawyai1,,"[('Democratic', 'NORP'), ('Katie Porter', 'PERSON'), '', ('up to $1,331', 'MONEY'), ('CDC', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
866,, What a lousy day for USA but we now have a real win- watch  get CDC to say “yes” to covering all #CoronaVi…,insur58,New Jersey,"[('USA', 'GPE'), ('CDC', 'ORG')]","{'neg': 0.085, 'neu': 0.718, 'pos': 0.197, 'compound': 0.6059}",USA
867,,Welcome to a teachable moment. History is literally being made that we can all learn from. Unprecedented times in… ,sdpaulette,"Escondido, CA",[],"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.4588}",USA
868,, Televangelist Jim Bakker is being sued by the state of Missouri for selling fake #coronavirus cures on his website.He claime…,CaliDemDeb,,"[('Jim Bakker', 'PERSON'), ('Missouri', 'GPE'), '']","{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.4767}",
869,," If you think you may have been exposed to the #coronavirus, please call your health care provider FIRST before showing…",dinajames,"Exile, Oregon",[''],"{'neg': 0.055, 'neu': 0.714, 'pos': 0.231, 'compound': 0.6369}",USA
870,," NEW EPISODE:Whether it is #coronavirus or any of the other dangers in life, there's a spectrum between precaution and panic.…",Vanda_SEP,São Paulo,[''],"{'neg': 0.151, 'neu': 0.849, 'pos': 0.0, 'compound': -0.4939}",Brazil
871,," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",xBettsy_,,[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",
872,, The only two people in the world who ain't worried about no #coronavirus ,jacobjenner0,"Indiana, USA","[('two', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4168}",USA
873,," It’s lost in #coronavirus news, but  is trying to pass a bill that breaks private encryption and lets the go…",SesshaBatto,"Baltimore, MD, USA",[''],"{'neg': 0.084, 'neu': 0.916, 'pos': 0.0, 'compound': -0.1655}",USA
874,," From nurses to corrections officers, those helping fight #coronavirus deserve a seat at the table to negotiate paid sick leave…",PRGoddess1,"Connecticut, USA",[''],"{'neg': 0.245, 'neu': 0.664, 'pos': 0.091, 'compound': -0.5719}",USA
875,,"If the #coronavirus cancels my upcoming #storymakers conference, I’m going to flip a lid! Or a table...… ",WritingHoffert,,[''],"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.2942}",
876,,This #Coronavirus is something else frfr but I’m still making my #money 💳💸tho 💯👌🏾,NBATEVINTEEZY,TerreHauteChiRaqNYCBatonRouge,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
877,,. boss  tests positive for #Coronavirus!#Arsenal #PremierLeague #Arteta #COVID19,FOXSportsAsia,Asia,[''],"{'neg': 0.0, 'neu': 0.643, 'pos': 0.357, 'compound': 0.5983}",Asia
878,, Tom Hanks has #CoronavirusHe also has a cracking sense of humour.Gold Coast Hospital Staff Roll In A Volleyball To Keep Tom…,hume_maxwell,"Bathgate, Scotland","[('Tom Hanks', 'PERSON'), ('CoronavirusHe', 'ORG'), ('Gold Coast Hospital Staff Roll', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
879,, crap this virus is turning all the people into pigeons #coronavirus ,hayansand,,[''],"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.3818}",
880,," You know what hasn't been canceled due to #coronavirus? ICE raids. Yup, they are still in the streets putting people in d…",sarfatigron,Buy/Stream Lover-Taylor Swift,"['', ('ICE', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
881,,Anyone try to get tested? Unless you can “prove” you came into contact with a #coronavirus patient you cannot get t… ,scheldnick,"Lusk, WY",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
882,," #TrueHoli_With_GodKabirTo achieve god, we should  play Holi of Ram nam not holi of colors so that we can get freedom f…",Birende94956335,,"[('Holi of Ram', 'ORG')]","{'neg': 0.0, 'neu': 0.674, 'pos': 0.326, 'compound': 0.8271}",
883,,  What is going on right now is very disheartening. That any human beings would be so cruel as to cause an issu…,DeplorableDonn2,,[],"{'neg': 0.285, 'neu': 0.715, 'pos': 0.0, 'compound': -0.8385}",
884,," ""We’re in this together, to do the right things with calm and protect the citizens of the world. It’s doable""- #COVID19 #…",DemiurgoTuiter,Dei Infera,[''],"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.5994}",Error
885,, We are currently reviewing the latest announcement regarding #coronavirus and will be issuing a statement about upcomi…,MonkstownGC,"Cork, Ireland",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Ireland
886,,"Teachers, what are you doing for the 6 week mandatory closures to ensure all students are getting the most equitabl… ",Scarlet_at_CWU,"Tacoma, WA","[('6 week', 'DATE')]","{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.4404}",USA
887,,Unbelievable line-up at grocery store#coronavirus #panicbuying #CoronavirusPandemic,MusarratHashim,"Ontario, Canada","['', ('CoronavirusPandemic', 'ORG')]","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.2023}",Canada
888,, Could #drones be used to track #Coronavirus?    #COVID19 #Covid_19 #COVIDー19 #Coro…,TrippBraden,"Cleveland, OH","['', ('Coronavirus', 'MONEY'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
889,, The national media is NOT covering the extent of how things have changed in the Seattle area over the last 10 days. Commun…,anovelglimpse,"Puyallup, WA","[('Seattle', 'GPE'), ('the last 10 days', 'DATE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
890,, Trump is now doing to America what he did to me and 20 other women. #Coronavirus  #CoronavirusPandemic,joerobertsnobot,,"[('Trump', 'ORG'), ('America', 'GPE'), ('20', 'CARDINAL'), ('CoronavirusPandemic', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
891,, Latest update from  regarding #coronavirus. ,MAlbaNunez,Madie Ives K8,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
892,," Oh look, another Democrat using #coronavirus to push for socialism. You do realize that #China has universal healthcare, r…",HeyGenevieve,Indiana - former Oregonian,"[('Democrat', 'NORP'), '', ('China', 'GPE')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
893,," So, you’ve probably seen mine and other disabled people’s pissed off tweets about the response to the #CoronaVirus. Y…",ohpeadotgigi,stolen & occupied Mahican land,"['', ('CoronaVirus', 'ORG')]","{'neg': 0.189, 'neu': 0.811, 'pos': 0.0, 'compound': -0.6369}",Error
894,, The only two people in the world who ain't worried about no #coronavirus ,rmurphy53,"La Crosse, WI","[('two', 'CARDINAL')]","{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.4168}",USA
895,, President  and  Mike Pence have been handling the administration’s response to #coronavirus in a ver…,mrsneedly97,"Iowa, USA","[('Mike Pence', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
896,, The #Coronavirus outbreak has led to people panic-buying and clearing shelves. Please consider the elderly and weak - those…,_axkhn,"Huddersfield, England",[],"{'neg': 0.137, 'neu': 0.755, 'pos': 0.108, 'compound': -0.1531}",UK
897,, Dr. Dena Grayson discusses the latest on #coronavirus.#COVID19 #CoronavirusPandemic ,RodneyClaeys,#DemCastTX#DenCastCA#DemCastAZ,"[('Dena Grayson', 'PERSON'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
898,," If you haven't watched  's speech today on how we should respond to #coronavirus, take a few minutes to do so. It i…",rob_libadia,NO lists please! I will block.,"[('today', 'DATE'), '', ('a few minutes', 'TIME')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Error
899,," New deadly #coronavirus not infectious enough to pose global threat, researchers say ",alfie_patto,Bottling promotion,[''],"{'neg': 0.236, 'neu': 0.764, 'pos': 0.0, 'compound': -0.5267}",Error
900,, you were warning us about #HeartbreakWeather all this time but why weren’t you warning us about #coronavirus 😤,natateaaa,CT—NYC—BOS,"[('about #', 'CARDINAL'), ('HeartbreakWeather', 'ORG'), ('about #', 'CARDINAL')]","{'neg': 0.242, 'neu': 0.758, 'pos': 0.0, 'compound': -0.5859}",USA
901,, #NewYork #NationalGuard in #NewRochelle helping to hand out food to children who are out of school b/c of #CoronaVirus. S…,lisaerikajames,,"['', ('NationalGuard', 'ORG'), '', ('CoronaVirus', 'ORG')]","{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6597}",
902,," Democratic Representative Katie Porter does the math on #coronavirus testing, which added up to $1,331, and got CDC Director R…",CDNConfucius,Isle of Man,"[('Democratic', 'NORP'), ('Katie Porter', 'PERSON'), '', ('up to $1,331', 'MONEY'), ('CDC', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Isle of Man
903,, Recovered #COVID19 patients exercise with a medical worker at a quarantine site in #Wuhan. Over 700 patients have been plac…,seal_var,"Nairobi, Kenya","[('Wuhan', 'GPE'), ('Over 700', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Kenya
904,," Ya think⁉️South Korea, population 51 million, is testing more than 20,000  individuals a day.Texas, population 28 million,…",Wandacalabrese1,,"[('Korea', 'GPE'), ('51 million', 'CARDINAL'), ('more than 20,000', 'CARDINAL'), ('Texas', 'GPE'), ('28 million', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
905,,"What isn't being reported . . Nearly 70,000 people have recovered from #coronavirus ",lawyer4laws,,"[('Nearly 70,000', 'CARDINAL'), '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
906,," You know what hasn't been canceled due to #coronavirus? ICE raids. Yup, they are still in the streets putting people in d…",GraceKozak,,"['', ('ICE', 'ORG')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
907,,  🔥🔥🔥🔥 𝐀𝐥𝐞𝐱 𝐉𝐨𝐧𝐞𝐬 𝐀𝐭𝐭𝐚𝐜𝐤𝐞𝐝 𝐅𝐨𝐫 𝐂𝐥𝐚𝐢𝐦𝐢𝐧𝐠 𝐒𝐢𝐥𝐯𝐞𝐫'𝐬 𝐇𝐞𝐚𝐥𝐭𝐡 𝐁𝐞𝐧𝐞𝐟𝐢𝐭𝐬!#Health #Research #Colloidal…,dlemmojr,United States,[],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United States
908,,"As a #VT man receives treatment at UVM Medical Center for a severe case of #COVID19, we take a look at a way many a… ",JackNBCBoston,Vermont,"['', ('UVM Medical Center', 'ORG'), ('COVID19', 'MONEY')]","{'neg': 0.115, 'neu': 0.885, 'pos': 0.0, 'compound': -0.3818}",USA
909,, Grateful that the House is addressing the #coronavirus crisis and the impact on our families and communities with due…,indivisible_usa,United States of America ,"[('House', 'ORG'), '']","{'neg': 0.17, 'neu': 0.705, 'pos': 0.124, 'compound': -0.2732}",United States
910,, An expert team of nine members with 31 tons of medical supplies from China arrived at Italy on Thursday night (local time).…,Piploy2016,,"[('nine', 'CARDINAL'), ('31 tons', 'QUANTITY'), ('China', 'GPE'), ('Italy', 'GPE'), ('Thursday', 'DATE'), ('night', 'TIME')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",
911,, Disneyland Shutting Down Due To #Coronavirus Pandemic -  ,iamitch612,"Metro Manila, Quezon City",[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",Philippines
912,, President  has taken bold action in response to the #Coronavirus. The steps the President announced in regar…,JM568385123,,"[('Coronavirus', 'MONEY')]","{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.3818}",
913,," Help prevent #misinformation about #COVID19 #coronavirus by referencing trustworthy sources. For accurate, up to date informati…",mandy_peach,,"['', ('about #COVID19 #', 'MONEY')]","{'neg': 0.0, 'neu': 0.637, 'pos': 0.363, 'compound': 0.7506}",
914,, Can I get the #coronavirus twice? Can I get it from sex?Here are rapid-fire answers to your most-Googled #covid19 questions. ht…,heff_jan,East Coast,"['', '']","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",United States
915,, Update: Spanish Minister of Territorial Policy and Public Function Carolina Darias confirmed to have contracted the nov…,houts42,planet Earth,"[('Spanish', 'NORP'), ('Territorial Policy and Public Function Carolina Darias', 'WORK_OF_ART')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
916,, I ordered Alex Jones to immediately stop selling &amp; marketing products as a treatment or cure for #coronavirus on his we…,truth_trumps,"Seattle, WA","[('Alex Jones', 'PERSON'), '']","{'neg': 0.109, 'neu': 0.891, 'pos': 0.0, 'compound': -0.296}",USA
917,, #NervousNancy smacked her hand on lectern &amp; said she’s NOT WILLING to NEGOTIATE w Republicans &amp; work w them on #Coronavir…,MAGAGwen,,"['', ('NervousNancy', 'ORG'), ('’s NOT WILLING', 'ORG'), ('NEGOTIATE w Republicans &amp', 'ORG'), ('Coronavir', 'MONEY')]","{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.4939}",
918,," The #coronavirus package includes emergency paid sick leave, enhanced unemployment benefits, and free coronavirus test…",ffsdosomething1,,[''],"{'neg': 0.402, 'neu': 0.361, 'pos': 0.237, 'compound': -0.4767}",
919,," #NEW ""President Trump Didn't Start #coronavirus But He Is Working Hard To Stop It. It's Disgraceful That The Democrats Ar…",smcapgreg,"New Jersey, USA","[('NEW', 'ORG'), ('Trump Did', 'PERSON'), ('Working Hard To Stop It', 'WORK_OF_ART'), ('Democrats', 'NORP')]","{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.3818}",USA
920,, From  on #COVID19. The next few months will be hard. We'll get through this. Ultimately we'll have a tre…,sarahWi24514121,,"[('COVID19', 'MONEY'), ('The next few months', 'DATE')]","{'neg': 0.076, 'neu': 0.924, 'pos': 0.0, 'compound': -0.1027}",
921,, Tom Hanks' son Chet gave an update on his parent’s condition after they tested positive for #CoronaVirus. More: …,mikaelaperena,an airplane,"[(""Tom Hanks'"", 'PERSON'), '', ('CoronaVirus', 'ORG')]","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.5574}",Error
922,, Breaking: Arsenal manager Mikel Arteta has tested positive for #coronavirus Impossible to the see how the Premier Le…,Nmharley2,,"[('Mikel Arteta', 'PERSON'), '']","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.5574}",
923,," The flu, common cold, allergies, and COVID-19 — the disease associated with the new #coronavirus — have similar sympto…",CahmzHere,In 3rd Planet in the Universe,"[('COVID-19 —', 'PRODUCT'), '']","{'neg': 0.14, 'neu': 0.86, 'pos': 0.0, 'compound': -0.3818}",Error
924,,One good thing - The NRA just canceled their annual conference this year. Now they need to go  ahead and cancel the… ,BrennaDemands,"Chicago, IL","[('One', 'CARDINAL'), ('NRA', 'ORG'), ('annual', 'DATE'), ('this year', 'DATE')]","{'neg': 0.084, 'neu': 0.795, 'pos': 0.121, 'compound': 0.2263}",USA
925,," BREAKING: Columbia has announced in-person classes will be suspended from March 14 through April 6, with a transition to o…",myanazs,"Chicago, IL","[('Columbia', 'ORG'), ('March 14 through April 6', 'DATE')]","{'neg': 0.147, 'neu': 0.853, 'pos': 0.0, 'compound': -0.4767}",USA
926,, Given that children and young adults are least at risk from #coronavirus I don’t understand the logic of closing school…,evenoxmyx,The United Kingdom,[''],"{'neg': 0.104, 'neu': 0.896, 'pos': 0.0, 'compound': -0.2732}",United Kingdom
927,,RIP Tom Hanks he will be missed greatly! #Covid_19 #disneyland #CoronavirusPandemic #coronavirus #PresidentBiden #schools,DeadYeti1,"New Jersey, USA","[('RIP Tom Hanks', 'PERSON'), ('CoronavirusPandemic', 'ORG')]","{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3595}",USA
928,, Recovered #COVID19 patients exercise with a medical worker at a quarantine site in #Wuhan. Over 700 patients have been plac…,CommunistView,Newcastle,"[('Wuhan', 'GPE'), ('Over 700', 'CARDINAL')]","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",UK
929,,"  🇺🇸 President : ""The future does not belong to #Globalists; it belongs to #Patriots.""…",Groter44,Boulder/Denver/Colorado,[''],"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",USA
